ref;traduction;code;paragraphe;statut;raison
Malachie 4:0;SKN;62-1230E;221;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 5:0;VGR;57-1208;128;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;62-1230E;410;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 3:0;SKN;65-1128E;30;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 53:0;SKN;65-1128E;32;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 3:0;VGR;65-1128E;30;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 53:0;VGR;65-1128E;32;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Deuteronome 16:0;SKN;65-0220;26;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;65-0220;108;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;65-0220;109;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Deuteronome 16:0;VGR;65-0220;26;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-0220;108;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-0220;109;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 11:0;VGR;57-1006;624;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 23:0;VGR;57-1006;833;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 6:0;SKN;63-0323;141;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 6:0;SKN;63-0323;143;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 24:0;SKN;63-0323;141;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Romains 11:0;SKN;63-0323;108;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 6:0;SKN;65-0117;68;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Exode 19:0;SKN;65-0117;60;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 6:0;VGR;63-0323;141;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 24:0;VGR;63-0323;141;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Romains 11:0;VGR;63-0323;108;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 44:0;SKN;61-0730M;138;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;61-0730M;151;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 99:0;SKN;61-0730M;10;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 99:0;SKN;61-0730M;12;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 17:0;SKN;60-1204E;69;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 17:0;SKN;60-1204E;100;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 9:0;SKN;60-1211M;250;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 11:0;SKN;60-1211M;136;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Ezechiel 4:0;SKN;60-1211M;64;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Ezechiel 4:0;SKN;60-1211M;65;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Ezechiel 9:0;SKN;60-1211M;155;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 11:0;SKN;63-0324E;107;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 14:0;SKN;63-0324E;222;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 17:0;VGR;60-1204E;63;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 17:0;VGR;60-1204E;93;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Ezechiel 4:0;VGR;60-1211M;61;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Ezechiel 4:0;VGR;60-1211M;62;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 11:0;VGR;63-0324E;107;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 14:0;VGR;63-0324E;222;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 7:0;VGR;63-0728;228;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 17:0;VGR;63-0728;560;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 11:0;VGR;63-0728;626;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;VGR;63-0728;577;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;63-0728;574;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;63-0728;577;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;VGR;63-0728;536;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 22:0;VGR;63-0728;113;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 10:0;VGR;64-0830E;153;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;VGR;64-0830E;158;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0830E;154;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0830E;156;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0830E;158;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;VGR;64-0830E;121;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;VGR;64-0830E;139;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 5:0;SKN;63-0112;54;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;63-0818;104;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 62:0;SKN;64-0112;29;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 60:0;SKN;64-0112;29;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Psaumes 62:0;SKN;64-0112;144;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 10:0;SKN;64-0419;80;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0419;29;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0419;76;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0419;78;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;64-0419;16;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;64-0419;23;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;64-0419;99;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0621;77;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0621;156;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0621;164;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;64-0621;13;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;64-0621;35;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;64-0621;37;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;64-0621;109;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;64-0621;186;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;64-0621;188;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;64-0621;189;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;64-0621;198;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 11:0;VGR;63-0818;123;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;63-0818;104;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 10:0;VGR;64-0419;80;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0419;29;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0419;76;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0419;78;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;VGR;64-0419;16;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;VGR;64-0419;23;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;VGR;64-0419;99;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 10:0;VGR;64-0614M;336;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 10:0;VGR;64-0614M;341;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 10:0;VGR;64-0614M;342;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 22:0;VGR;64-0614M;62;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Exode 19:0;VGR;64-0614M;129;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 1:0;VGR;64-0614M;62;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;VGR;64-0614M;83;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0614M;73;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0614M;302;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0614M;322;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;VGR;64-0614M;181;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 28:0;VGR;64-0614M;302;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 10:0;VGR;65-0218;101;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-0218;124;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-0218;152;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-0725M;130;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-0725M;259;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 18:0;SKN;65-0221E;102;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 18:0;SKN;65-0221E;103;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;65-0221E;158;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;65-0221E;168;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 18:0;VGR;65-0221E;102;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 18:0;VGR;65-0221E;103;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-0221E;158;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-0221E;168;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 24:0;SKN;57-0821;112;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;62-0718;94;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 6:0;SKN;62-0718;65;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Romains 4:0;SKN;62-0718;24;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 11:0;VGR;57-0821;27;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 17:0;VGR;57-0821;82;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 7:0;VGR;57-0821;168;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 24:0;VGR;57-0821;112;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 12:0;SKN;54-0513;187;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 12:0;VGR;54-0513;187;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 2:0;SKN;54-0512;106;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 13:0;SKN;54-1003E;92;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Galates 1:0;SKN;57-0322;45;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 10:0;SKN;60-0803;57;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 13:0;VGR;54-0512;269;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 2:0;VGR;54-0512;106;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 13:0;VGR;57-0901E;20;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 2:0;VGR;60-0515E;100;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Exode 3:0;VGR;63-0630M;14;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Exode 5:0;VGR;63-0630M;29;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Exode 11:0;VGR;63-0630M;65;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Exode 13:0;VGR;63-0630M;77;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Exode 15:0;VGR;63-0630M;88;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Exode 19:0;VGR;63-0630M;115;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Exode 21:0;VGR;63-0630M;127;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Exode 23:0;VGR;63-0630M;142;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Exode 25:0;VGR;63-0630M;160;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Exode 29:0;VGR;63-0630M;191;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Exode 31:0;VGR;63-0630M;205;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Exode 33:0;VGR;63-0630M;218;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Exode 35:0;VGR;63-0630M;231;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Exode 37:0;VGR;63-0630M;246;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Exode 39:0;VGR;63-0630M;259;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 6:0;VGR;63-0630M;289;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;63-0630M;255;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;60-1208;21;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Job 27:0;SKN;58-0928E;82;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Job 27:0;VGR;58-0928E;82;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Daniel 12:0;SKN;55-0109E;5;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;VGR;62-1104M;178;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 17:0;SKN;53-0329;81;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Exode 17:0;SKN;53-0329;46;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 14:0;SKN;56-0311A;26;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 17:0;SKN;57-0120E;34;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 8:0;SKN;61-0211;55;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 12:0;SKN;61-0211;55;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 8:0;SKN;62-1122;35;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 17:0;SKN;63-0119;194;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 5:0;SKN;63-0119;113;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 2:0;SKN;63-0119;57;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;63-0119;239;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 17:0;SKN;63-0120E;78;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 17:0;SKN;63-0721;112;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 17:0;SKN;63-0804A;67;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 17:0;SKN;63-1117;119;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Hebreux 3:0;SKN;63-1117;186;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 17:0;SKN;63-1130E;163;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;SKN;63-1130E;126;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;64-0126;89;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 28:0;SKN;64-0126;57;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 28:0;SKN;64-0126;128;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 17:0;SKN;65-0427;54;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 22:0;SKN;65-0427;100;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;SKN;65-0427;108;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;65-0427;82;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 17:0;SKN;65-0429B;35;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 17:0;SKN;65-0429B;113;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 2:0;SKN;65-0429B;48;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;SKN;65-0429B;27;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;65-0429B;112;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 17:0;VGR;57-0120E;84;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 17:0;VGR;63-0804A;67;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0126;89;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 28:0;VGR;64-0126;57;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 28:0;VGR;64-0126;128;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 17:0;VGR;65-0427;108;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 22:0;VGR;65-0427;212;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 4:0;VGR;65-0427;225;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-0427;169;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 17:0;VGR;65-0429B;127;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 2:0;VGR;65-0429B;51;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;VGR;65-0429B;32;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-0429B;125;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esaie 66:0;SKN;60-0518;78;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 1:0;SKN;60-0518;54;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 2:0;SKN;60-0518;54;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 2:0;VGR;60-0518;54;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Romains 8:0;VGR;60-0518;27;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Daniel 9:0;SKN;61-0730E;4;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 45:0;SKN;61-0730E;59;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 24:0;SKN;61-0730E;54;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Daniel 9:0;VGR;61-0730E;4;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Matthieu 24:0;VGR;61-0730E;54;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Apocalypse 21:0;SKN;62-0719E;23;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Esther 8:0;VGR;63-0317M;42;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;VGR;65-0124;124;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-0124;212;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Deuteronome 18:0;SKN;64-0617;103;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;SKN;64-0617;87;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 6:0;SKN;64-0617;124;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Luc 17:0;SKN;64-0617;68;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 1:0;SKN;64-0617;32;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;SKN;64-0617;166;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;65-0217;132;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 4:0;SKN;65-1205;55;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 17:0;SKN;65-1205;92;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Deuteronome 18:0;VGR;64-0617;103;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;VGR;64-0617;31;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;VGR;64-0617;34;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 6:0;VGR;64-0617;124;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Luc 17:0;VGR;64-0617;68;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 1:0;VGR;64-0617;32;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0617;157;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 16:0;VGR;64-0617;166;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 3:0;VGR;64-0816;86;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0816;122;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;64-0816;221;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Marc 4:0;VGR;64-0816;220;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-0217;132;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 4:0;VGR;65-1205;55;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 1:0;VGR;65-1205;9;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Jean 17:0;VGR;65-1205;92;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Ezechiel 9:0;VGR;65-1207;320;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;VGR;65-1207;123;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Genese 1:0;SKN;65-0118;31;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Luc 22:0;SKN;65-0118;118;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
Malachie 4:0;SKN;65-0119;103;CHAPITRE-SANS-VERSET;aucun verset identifiable (verset par verset exigé)
