ref;occurrences;fichier
Hebreux 10:9;1;58-hebreux.md
Hebreux 11:1;78;58-hebreux.md
Hebreux 11:10;3;58-hebreux.md
Hebreux 11:11;1;58-hebreux.md
Hebreux 11:12;1;58-hebreux.md
Hebreux 11:15;3;58-hebreux.md
Hebreux 11:16;1;58-hebreux.md
Hebreux 11:17;6;58-hebreux.md
Hebreux 11:18;1;58-hebreux.md
Hebreux 11:19;2;58-hebreux.md
Hebreux 11:2;8;58-hebreux.md
Hebreux 11:22;1;58-hebreux.md
Hebreux 11:23;6;58-hebreux.md
Hebreux 11:24;1;58-hebreux.md
Hebreux 11:26;1;58-hebreux.md
Hebreux 11:27;1;58-hebreux.md
Hebreux 11:29;3;58-hebreux.md
Hebreux 11:3;3;58-hebreux.md
Hebreux 11:31;1;58-hebreux.md
Hebreux 11:32;2;58-hebreux.md
Hebreux 11:33;5;58-hebreux.md
Hebreux 11:34;6;58-hebreux.md
Hebreux 11:35;3;58-hebreux.md
Hebreux 11:36;2;58-hebreux.md
Hebreux 11:37;13;58-hebreux.md
Hebreux 11:38;2;58-hebreux.md
Hebreux 11:39;1;58-hebreux.md
Hebreux 11:4;11;58-hebreux.md
Hebreux 11:40;3;58-hebreux.md
Hebreux 11:5;6;58-hebreux.md
Hebreux 11:6;2;58-hebreux.md
Hebreux 11:7;4;58-hebreux.md
Hebreux 11:8;7;58-hebreux.md
Hebreux 12:1;6;58-hebreux.md
Hebreux 12:11;1;58-hebreux.md
Hebreux 12:13;1;58-hebreux.md
Hebreux 12:15;1;58-hebreux.md
Hebreux 12:16;1;58-hebreux.md
Hebreux 12:17;1;58-hebreux.md
Hebreux 12:18;1;58-hebreux.md
Hebreux 12:2;2;58-hebreux.md
Hebreux 12:22;1;58-hebreux.md
Hebreux 12:23;1;58-hebreux.md
Hebreux 12:24;64;58-hebreux.md
Hebreux 12:25;88;58-hebreux.md
Hebreux 12:28;1;58-hebreux.md
Hebreux 12:3;2;58-hebreux.md
Hebreux 13:1;1;58-hebreux.md
Hebreux 13:10;86;58-hebreux.md
Hebreux 13:11;3;58-hebreux.md
Hebreux 13:12;86;58-hebreux.md
Hebreux 13:13;4;58-hebreux.md
Hebreux 13:14;3;58-hebreux.md
Hebreux 13:18;1;58-hebreux.md
Hebreux 13:5;2;58-hebreux.md
Hebreux 13:7;3;58-hebreux.md
Hebreux 13:8;380;58-hebreux.md
Hebreux 1:1;155;58-hebreux.md
Hebreux 1:10;1;58-hebreux.md
Hebreux 1:2;4;58-hebreux.md
Hebreux 1:3;4;58-hebreux.md
Hebreux 1:4;2;58-hebreux.md
Hebreux 2:1;1;58-hebreux.md
Hebreux 2:14;1;58-hebreux.md
Hebreux 2:15;1;58-hebreux.md
Hebreux 2:2;2;58-hebreux.md
Hebreux 2:3;2;58-hebreux.md
Hebreux 2:4;4;58-hebreux.md
Hebreux 3:1;120;58-hebreux.md
Hebreux 3:14;1;58-hebreux.md
Hebreux 3:6;1;58-hebreux.md
Hebreux 4:1;6;58-hebreux.md
Hebreux 4:10;10;58-hebreux.md
Hebreux 4:11;1;58-hebreux.md
Hebreux 4:12;201;58-hebreux.md
Hebreux 4:14;111;58-hebreux.md
Hebreux 4:15;85;58-hebreux.md
Hebreux 4:2;11;58-hebreux.md
Hebreux 4:3;5;58-hebreux.md
Hebreux 4:4;3;58-hebreux.md
Hebreux 4:5;1;58-hebreux.md
Hebreux 4:6;4;58-hebreux.md
Hebreux 4:7;5;58-hebreux.md
Hebreux 4:8;1;58-hebreux.md
Hebreux 4:9;1;58-hebreux.md
Hebreux 6:1;88;58-hebreux.md
Hebreux 6:10;2;58-hebreux.md
Hebreux 6:11;1;58-hebreux.md
Hebreux 6:12;2;58-hebreux.md
Hebreux 6:16;2;58-hebreux.md
Hebreux 6:17;1;58-hebreux.md
Hebreux 6:18;2;58-hebreux.md
Hebreux 6:19;2;58-hebreux.md
Hebreux 6:2;7;58-hebreux.md
Hebreux 6:20;1;58-hebreux.md
Hebreux 6:4;111;58-hebreux.md
Hebreux 6:5;2;58-hebreux.md
Hebreux 6:6;16;58-hebreux.md
Hebreux 6:7;14;58-hebreux.md
Hebreux 6:8;18;58-hebreux.md
Hebreux 7:1;11;58-hebreux.md
Hebreux 7:11;1;58-hebreux.md
Hebreux 7:16;1;58-hebreux.md
Hebreux 7:17;2;58-hebreux.md
Hebreux 7:19;1;58-hebreux.md
Hebreux 7:2;11;58-hebreux.md
Hebreux 7:21;2;58-hebreux.md
Hebreux 7:25;1;58-hebreux.md
Hebreux 7:26;1;58-hebreux.md
Hebreux 7:27;1;58-hebreux.md
Hebreux 7:3;2;58-hebreux.md
Hebreux 7:4;3;58-hebreux.md
Hebreux 7:5;5;58-hebreux.md
Hebreux 7:9;1;58-hebreux.md
Hebreux 8:13;2;58-hebreux.md
Hebreux 9:11;110;58-hebreux.md
Hebreux 9:11-14;94;58-hebreux.md
Hebreux 9:12;6;58-hebreux.md
Hebreux 9:13;3;58-hebreux.md
Hebreux 9:14;3;58-hebreux.md
Hebreux 9:19;3;58-hebreux.md
Hebreux 9:23;2;58-hebreux.md
Hebreux 9:4;2;58-hebreux.md
Hebreux 9:6;1;58-hebreux.md
Hebreux 9:9;1;58-hebreux.md
Jacques 4:7;2;59-jacques.md
Jacques 5:1;2;59-jacques.md
Jacques 5:14;123;59-jacques.md
Jacques 5:15;2;59-jacques.md
Jacques 5:16;1;59-jacques.md
Jacques 5:17;2;59-jacques.md
Jean 10:1;1;43-jean.md
Jean 10:12;3;43-jean.md
Jean 10:16;7;43-jean.md
Jean 10:17;2;43-jean.md
Jean 10:25;1;43-jean.md
Jean 10:27;4;43-jean.md
Jean 10:3;2;43-jean.md
Jean 10:32;1;43-jean.md
Jean 10:35;2;43-jean.md
Jean 10:37;4;43-jean.md
Jean 10:4;7;43-jean.md
Jean 10:5;7;43-jean.md
Jean 10:7;2;43-jean.md
Jean 11:1;5;43-jean.md
Jean 11:11;1;43-jean.md
Jean 11:12;1;43-jean.md
Jean 11:19;5;43-jean.md
Jean 11:2;3;43-jean.md
Jean 11:20;2;43-jean.md
Jean 11:24;2;43-jean.md
Jean 11:25;3;43-jean.md
Jean 11:26;4;43-jean.md
Jean 11:28;1;43-jean.md
Jean 11:29;3;43-jean.md
Jean 11:31;7;43-jean.md
Jean 11:32;2;43-jean.md
Jean 11:33;2;43-jean.md
Jean 11:37;2;43-jean.md
Jean 11:38;2;43-jean.md
Jean 11:39;2;43-jean.md
Jean 11:40;2;43-jean.md
Jean 11:41;2;43-jean.md
Jean 11:42;6;43-jean.md
Jean 11:43;8;43-jean.md
Jean 11:44;4;43-jean.md
Jean 11:45;2;43-jean.md
Jean 11:46;1;43-jean.md
Jean 11:49;1;43-jean.md
Jean 11:51;6;43-jean.md
Jean 11:54;1;43-jean.md
Jean 11:55;1;43-jean.md
Jean 11:56;1;43-jean.md
Jean 11:8;1;43-jean.md
Jean 11:9;1;43-jean.md
Jean 12:1;1;43-jean.md
Jean 12:14;68;43-jean.md
Jean 12:17;3;43-jean.md
Jean 12:20;112;43-jean.md
Jean 12:21;3;43-jean.md
Jean 12:22;1;43-jean.md
Jean 12:23;2;43-jean.md
Jean 12:24;80;43-jean.md
Jean 12:25;2;43-jean.md
Jean 12:26;2;43-jean.md
Jean 12:27;1;43-jean.md
Jean 12:3;2;43-jean.md
Jean 12:32;5;43-jean.md
Jean 12:34;2;43-jean.md
Jean 12:38;2;43-jean.md
Jean 12:4;1;43-jean.md
Jean 12:42;3;43-jean.md
Jean 12:46;1;43-jean.md
Jean 12:48;1;43-jean.md
Jean 12:9;2;43-jean.md
Jean 13:14;1;43-jean.md
Jean 13:20;2;43-jean.md
Jean 13:35;2;43-jean.md
Jean 14:1;2;43-jean.md
Jean 14:10;2;43-jean.md
Jean 14:11;3;43-jean.md
Jean 14:12;325;43-jean.md
Jean 14:13;2;43-jean.md
Jean 14:14;2;43-jean.md
Jean 14:15;6;43-jean.md
Jean 14:16;7;43-jean.md
Jean 14:17;10;43-jean.md
Jean 14:18;4;43-jean.md
Jean 14:19;5;43-jean.md
Jean 14:2;15;43-jean.md
Jean 14:21;1;43-jean.md
Jean 14:22;1;43-jean.md
Jean 14:23;2;43-jean.md
Jean 14:24;12;43-jean.md
Jean 14:26;3;43-jean.md
Jean 14:27;1;43-jean.md
Jean 14:28;1;43-jean.md
Jean 14:3;10;43-jean.md
Jean 14:31;3;43-jean.md
Jean 14:5;8;43-jean.md
Jean 14:7;102;43-jean.md
Jean 14:8;15;43-jean.md
Jean 14:9;90;43-jean.md
Jean 15:10;2;43-jean.md
Jean 15:13;3;43-jean.md
Jean 15:15;3;43-jean.md
Jean 15:16;2;43-jean.md
Jean 15:20;1;43-jean.md
Jean 15:24;2;43-jean.md
Jean 15:25;1;43-jean.md
Jean 15:26;1;43-jean.md
Jean 15:4;19;43-jean.md
Jean 15:5;20;43-jean.md
Jean 15:6;3;43-jean.md
Jean 15:7;115;43-jean.md
Jean 15:8;1;43-jean.md
Jean 16:20;2;43-jean.md
Jean 16:21;68;43-jean.md
Jean 16:22;2;43-jean.md
Jean 16:24;1;43-jean.md
Jean 16:27;1;43-jean.md
Jean 16:30;1;43-jean.md
Jean 16:7;2;43-jean.md
Jean 17:11;1;43-jean.md
Jean 17:12;1;43-jean.md
Jean 17:17;31;43-jean.md
Jean 17:25;2;43-jean.md
Jean 17:7;2;43-jean.md
Jean 17:8;2;43-jean.md
Jean 19:12;2;43-jean.md
Jean 19:19;1;43-jean.md
Jean 19:20;5;43-jean.md
Jean 19:24;2;43-jean.md
Jean 19:28;1;43-jean.md
Jean 19:36;1;43-jean.md
Jean 19:41;1;43-jean.md
Jean 19:5;2;43-jean.md
Jean 1:1;5;43-jean.md
Jean 1:13;2;43-jean.md
Jean 1:14;5;43-jean.md
Jean 1:17;4;43-jean.md
Jean 1:18;1;43-jean.md
Jean 1:19;2;43-jean.md
Jean 1:23;6;43-jean.md
Jean 1:26;4;43-jean.md
Jean 1:31;1;43-jean.md
Jean 1:33;8;43-jean.md
Jean 1:4;1;43-jean.md
Jean 1:41;7;43-jean.md
Jean 1:42;10;43-jean.md
Jean 1:43;15;43-jean.md
Jean 1:46;21;43-jean.md
Jean 1:47;19;43-jean.md
Jean 1:48;5;43-jean.md
Jean 1:49;14;43-jean.md
Jean 1:5;2;43-jean.md
Jean 1:50;6;43-jean.md
Jean 1:51;3;43-jean.md
Jean 1:8;2;43-jean.md
Jean 20:1;2;43-jean.md
Jean 20:11;2;43-jean.md
Jean 20:12;2;43-jean.md
Jean 20:13;1;43-jean.md
Jean 20:14;2;43-jean.md
Jean 20:16;1;43-jean.md
Jean 20:19;2;43-jean.md
Jean 20:2;2;43-jean.md
Jean 20:20;2;43-jean.md
Jean 20:21;4;43-jean.md
Jean 20:22;2;43-jean.md
Jean 20:23;2;43-jean.md
Jean 20:24;2;43-jean.md
Jean 20:25;2;43-jean.md
Jean 20:26;2;43-jean.md
Jean 20:27;2;43-jean.md
Jean 20:29;2;43-jean.md
Jean 20:30;2;43-jean.md
Jean 20:31;2;43-jean.md
Jean 20:4;2;43-jean.md
Jean 20:9;2;43-jean.md
Jean 21:15;2;43-jean.md
Jean 21:20;2;43-jean.md
Jean 21:3;2;43-jean.md
Jean 21:4;2;43-jean.md
Jean 21:8;2;43-jean.md
Jean 2:1;1;43-jean.md
Jean 2:12;1;43-jean.md
Jean 2:15;1;43-jean.md
Jean 3:1;6;43-jean.md
Jean 3:10;7;43-jean.md
Jean 3:11;9;43-jean.md
Jean 3:12;8;43-jean.md
Jean 3:13;1;43-jean.md
Jean 3:14;99;43-jean.md
Jean 3:15;4;43-jean.md
Jean 3:16;173;43-jean.md
Jean 3:17;1;43-jean.md
Jean 3:18;3;43-jean.md
Jean 3:19;1;43-jean.md
Jean 3:2;6;43-jean.md
Jean 3:20;2;43-jean.md
Jean 3:21;66;43-jean.md
Jean 3:23;1;43-jean.md
Jean 3:25;2;43-jean.md
Jean 3:26;2;43-jean.md
Jean 3:28;1;43-jean.md
Jean 3:29;1;43-jean.md
Jean 3:3;3;43-jean.md
Jean 3:31;1;43-jean.md
Jean 3:32;1;43-jean.md
Jean 3:34;1;43-jean.md
Jean 3:4;5;43-jean.md
Jean 3:5;9;43-jean.md
Jean 3:6;2;43-jean.md
Jean 3:7;2;43-jean.md
Jean 3:8;4;43-jean.md
Jean 3:9;3;43-jean.md
Jean 4:1;1;43-jean.md
Jean 4:10;8;43-jean.md
Jean 4:11;17;43-jean.md
Jean 4:12;1;43-jean.md
Jean 4:13;1;43-jean.md
Jean 4:14;2;43-jean.md
Jean 4:15;1;43-jean.md
Jean 4:16;8;43-jean.md
Jean 4:17;4;43-jean.md
Jean 4:20;6;43-jean.md
Jean 4:21;2;43-jean.md
Jean 4:22;2;43-jean.md
Jean 4:23;3;43-jean.md
Jean 4:25;8;43-jean.md
Jean 4:27;3;43-jean.md
Jean 4:33;3;43-jean.md
Jean 4:36;1;43-jean.md
Jean 4:38;3;43-jean.md
Jean 4:39;4;43-jean.md
Jean 4:4;9;43-jean.md
Jean 4:40;1;43-jean.md
Jean 4:42;10;43-jean.md
Jean 4:45;2;43-jean.md
Jean 4:46;5;43-jean.md
Jean 4:47;11;43-jean.md
Jean 4:48;2;43-jean.md
Jean 4:5;4;43-jean.md
Jean 4:50;2;43-jean.md
Jean 4:52;3;43-jean.md
Jean 4:53;1;43-jean.md
Jean 4:54;2;43-jean.md
Jean 4:6;4;43-jean.md
Jean 4:7;24;43-jean.md
Jean 4:8;8;43-jean.md
Jean 4:9;46;43-jean.md
Jean 5:1;2;43-jean.md
Jean 5:10;31;43-jean.md
Jean 5:11;22;43-jean.md
Jean 5:12;3;43-jean.md
Jean 5:13;8;43-jean.md
Jean 5:14;67;43-jean.md
Jean 5:15;34;43-jean.md
Jean 5:16;2;43-jean.md
Jean 5:18;7;43-jean.md
Jean 5:19;319;43-jean.md
Jean 5:2;19;43-jean.md
Jean 5:20;9;43-jean.md
Jean 5:22;3;43-jean.md
Jean 5:24;245;43-jean.md
Jean 5:28;1;43-jean.md
Jean 5:29;1;43-jean.md
Jean 5:3;43;43-jean.md
Jean 5:30;12;43-jean.md
Jean 5:33;5;43-jean.md
Jean 5:34;1;43-jean.md
Jean 5:35;1;43-jean.md
Jean 5:36;10;43-jean.md
Jean 5:37;8;43-jean.md
Jean 5:39;107;43-jean.md
Jean 5:4;43;43-jean.md
Jean 5:42;1;43-jean.md
Jean 5:43;4;43-jean.md
Jean 5:6;16;43-jean.md
Jean 5:7;156;43-jean.md
Jean 5:8;7;43-jean.md
Jean 5:9;30;43-jean.md
Jean 6:11;3;43-jean.md
Jean 6:12;2;43-jean.md
Jean 6:14;1;43-jean.md
Jean 6:15;2;43-jean.md
Jean 6:16;2;43-jean.md
Jean 6:17;5;43-jean.md
Jean 6:19;3;43-jean.md
Jean 6:21;2;43-jean.md
Jean 6:22;5;43-jean.md
Jean 6:23;9;43-jean.md
Jean 6:24;3;43-jean.md
Jean 6:27;2;43-jean.md
Jean 6:30;1;43-jean.md
Jean 6:31;15;43-jean.md
Jean 6:33;2;43-jean.md
Jean 6:35;4;43-jean.md
Jean 6:38;3;43-jean.md
Jean 6:39;3;43-jean.md
Jean 6:40;16;43-jean.md
Jean 6:41;5;43-jean.md
Jean 6:42;2;43-jean.md
Jean 6:44;17;43-jean.md
Jean 6:45;4;43-jean.md
Jean 6:46;2;43-jean.md
Jean 6:48;1;43-jean.md
Jean 6:49;10;43-jean.md
Jean 6:5;4;43-jean.md
Jean 6:51;17;43-jean.md
Jean 6:52;4;43-jean.md
Jean 6:53;3;43-jean.md
Jean 6:54;15;43-jean.md
Jean 6:56;6;43-jean.md
Jean 6:57;2;43-jean.md
Jean 6:58;9;43-jean.md
Jean 6:60;5;43-jean.md
Jean 6:61;2;43-jean.md
Jean 6:63;6;43-jean.md
Jean 6:64;6;43-jean.md
Jean 6:66;5;43-jean.md
Jean 6:68;7;43-jean.md
Jean 6:7;2;43-jean.md
Jean 6:70;4;43-jean.md
Jean 6:71;4;43-jean.md
Jean 6:8;1;43-jean.md
Jean 7:12;1;43-jean.md
Jean 7:37;4;43-jean.md
Jean 7:38;2;43-jean.md
Jean 7:5;1;43-jean.md
Jean 8:35;1;43-jean.md
Jean 8:58;1;43-jean.md
Jean 9:1;1;43-jean.md
Jean 9:16;2;43-jean.md
Jean 9:26;1;43-jean.md
Jean 9:27;1;43-jean.md
Jeremie 1:4;17;24-jeremie.md
Jeremie 1:6;2;24-jeremie.md
Jeremie 2:12;2;24-jeremie.md
Jeremie 2:13;2;24-jeremie.md
Jeremie 2:14;2;24-jeremie.md
Jeremie 32:1;1;24-jeremie.md
Jeremie 32:3;1;24-jeremie.md
Jeremie 32:6;2;24-jeremie.md
Jeremie 3:11;1;24-jeremie.md
Jeremie 3:12;4;24-jeremie.md
Jeremie 3:13;2;24-jeremie.md
Jeremie 3:14;2;24-jeremie.md
Jeremie 3:15;2;24-jeremie.md
Jeremie 3:16;2;24-jeremie.md
Jeremie 3:17;2;24-jeremie.md
Jeremie 3:2;1;24-jeremie.md
Jeremie 3:22;2;24-jeremie.md
Jeremie 3:25;2;24-jeremie.md
Jeremie 3:6;2;24-jeremie.md
Jeremie 3:8;1;24-jeremie.md
Jeremie 7:11;1;24-jeremie.md
Jeremie 7:13;2;24-jeremie.md
Jeremie 7:14;2;24-jeremie.md
Jeremie 7:17;2;24-jeremie.md
Jeremie 7:18;2;24-jeremie.md
Jeremie 7:29;2;24-jeremie.md
Jeremie 7:3;1;24-jeremie.md
Jeremie 7:30;1;24-jeremie.md
Jeremie 7:34;2;24-jeremie.md
Jeremie 7:9;1;24-jeremie.md
Jeremie 8:22;97;24-jeremie.md
Job 136:0;1;18-job.md
Job 14:13;8;18-job.md
Job 14:14;3;18-job.md
Job 14:15;1;18-job.md
Job 14:21;2;18-job.md
Job 14:5;2;18-job.md
Job 14:7;1;18-job.md
Job 19:16;1;18-job.md
Job 19:19;1;18-job.md
Job 19:20;1;18-job.md
Job 19:21;1;18-job.md
Job 19:24;1;18-job.md
Job 19:25;2;18-job.md
Job 19:26;1;18-job.md
Job 23:3;1;18-job.md
Job 38:7;2;18-job.md
Job 42:8;1;18-job.md
Job 7:20;1;18-job.md
Job 7:27;5;18-job.md
Job 7:37;1;18-job.md
Joel 1:1;1;29-joel.md
Joel 1:10;1;29-joel.md
Joel 1:12;1;29-joel.md
Joel 1:15;1;29-joel.md
Joel 1:19;1;29-joel.md
Joel 1:2;1;29-joel.md
Joel 1:20;1;29-joel.md
Joel 1:4;2;29-joel.md
Joel 1:5;1;29-joel.md
Joel 1:6;1;29-joel.md
Joel 1:7;1;29-joel.md
Joel 2:10;1;29-joel.md
Joel 2:11;1;29-joel.md
Joel 2:13;1;29-joel.md
Joel 2:16;1;29-joel.md
Joel 2:17;1;29-joel.md
Joel 2:19;2;29-joel.md
Joel 2:2;2;29-joel.md
Joel 2:20;1;29-joel.md
Joel 2:22;2;29-joel.md
Joel 2:23;1;29-joel.md
Joel 2:25;80;29-joel.md
Joel 2:26;1;29-joel.md
Joel 2:27;1;29-joel.md
Joel 2:28;152;29-joel.md
Joel 2:29;4;29-joel.md
Joel 2:3;1;29-joel.md
Joel 2:31;5;29-joel.md
Joel 2:32;5;29-joel.md
Joel 2:38;13;29-joel.md
Josue 10:1;1;06-josue.md
Josue 10:10;1;06-josue.md
Josue 10:11;1;06-josue.md
Josue 10:12;106;06-josue.md
Josue 10:13;2;06-josue.md
Josue 10:14;2;06-josue.md
Josue 10:25;1;06-josue.md
Josue 10:27;1;06-josue.md
Josue 10:30;1;06-josue.md
Josue 10:32;1;06-josue.md
Josue 10:4;1;06-josue.md
Josue 10:40;1;06-josue.md
Josue 10:42;1;06-josue.md
Josue 10:5;1;06-josue.md
Josue 10:6;1;06-josue.md
Josue 1:1;4;06-josue.md
Josue 1:11;2;06-josue.md
Josue 1:15;4;06-josue.md
Josue 1:2;4;06-josue.md
Josue 1:3;4;06-josue.md
Josue 1:4;4;06-josue.md
Josue 1:5;1;06-josue.md
Josue 1:6;4;06-josue.md
Josue 1:7;4;06-josue.md
Josue 1:8;4;06-josue.md
Josue 1:9;1;06-josue.md
Josue 24:14;4;06-josue.md
Josue 24:15;2;06-josue.md
Josue 24:16;1;06-josue.md
Josue 24:17;1;06-josue.md
Josue 24:19;1;06-josue.md
Josue 24:2;2;06-josue.md
Josue 24:20;1;06-josue.md
Josue 24:21;1;06-josue.md
Josue 24:22;1;06-josue.md
Josue 24:24;1;06-josue.md
Josue 24:26;1;06-josue.md
Josue 24:27;1;06-josue.md
Josue 3:1;1;06-josue.md
Josue 3:16;1;06-josue.md
Josue 3:5;1;06-josue.md
Josue 3:7;1;06-josue.md
Josue 3:9;1;06-josue.md
Josue 5:1;2;06-josue.md
Jude 4:0;1;65-jude.md
Jude 8:0;2;65-jude.md
Levitique 12:6;2;03-levitique.md
Levitique 12:7;2;03-levitique.md
Levitique 12:8;2;03-levitique.md
Levitique 16:12;2;03-levitique.md
Levitique 16:14;4;03-levitique.md
Levitique 16:15;2;03-levitique.md
Levitique 16:16;2;03-levitique.md
Levitique 16:17;1;03-levitique.md
Levitique 16:18;2;03-levitique.md
Levitique 16:19;2;03-levitique.md
Levitique 16:2;2;03-levitique.md
Levitique 16:20;1;03-levitique.md
Levitique 16:33;1;03-levitique.md
Levitique 16:6;1;03-levitique.md
Levitique 16:7;1;03-levitique.md
Levitique 21:7;2;03-levitique.md
Levitique 23:12;1;03-levitique.md
Levitique 23:21;2;03-levitique.md
Levitique 23:24;2;03-levitique.md
Levitique 23:26;3;03-levitique.md
Levitique 23:27;2;03-levitique.md
Levitique 23:3;2;03-levitique.md
Levitique 23:34;6;03-levitique.md
Levitique 23:35;2;03-levitique.md
Levitique 23:36;2;03-levitique.md
Levitique 23:39;6;03-levitique.md
Levitique 23:40;1;03-levitique.md
Levitique 23:41;6;03-levitique.md
Levitique 23:5;1;03-levitique.md
Levitique 23:6;3;03-levitique.md
Levitique 23:7;2;03-levitique.md
Levitique 23:8;2;03-levitique.md
Levitique 25:10;2;03-levitique.md
Levitique 25:11;2;03-levitique.md
Levitique 25:23;2;03-levitique.md
Levitique 25:24;2;03-levitique.md
Levitique 25:25;6;03-levitique.md
Levitique 25:32;2;03-levitique.md
Levitique 25:47;2;03-levitique.md
Levitique 25:49;2;03-levitique.md
Levitique 25:8;2;03-levitique.md
Levitique 2:2;1;03-levitique.md
Levitique 8:10;2;03-levitique.md
Levitique 8:12;2;03-levitique.md
Luc 10:1;74;42-luc.md
Luc 10:11;1;42-luc.md
Luc 10:16;2;42-luc.md
Luc 10:18;2;42-luc.md
Luc 10:3;1;42-luc.md
Luc 10:4;1;42-luc.md
Luc 10:6;1;42-luc.md
Luc 10:7;1;42-luc.md
Luc 10:9;1;42-luc.md
Luc 11:24;2;42-luc.md
Luc 11:29;67;42-luc.md
Luc 11:30;1;42-luc.md
Luc 11:31;1;42-luc.md
Luc 11:32;1;42-luc.md
Luc 16:16;87;42-luc.md
Luc 16:22;1;42-luc.md
Luc 16:24;2;42-luc.md
Luc 17:14;2;42-luc.md
Luc 17:15;4;42-luc.md
Luc 17:17;1;42-luc.md
Luc 17:20;3;42-luc.md
Luc 17:22;2;42-luc.md
Luc 17:23;2;42-luc.md
Luc 17:26;3;42-luc.md
Luc 17:27;6;42-luc.md
Luc 17:28;77;42-luc.md
Luc 17:29;3;42-luc.md
Luc 17:30;69;42-luc.md
Luc 17:33;57;42-luc.md
Luc 17:34;2;42-luc.md
Luc 17:7;2;42-luc.md
Luc 18:2;2;42-luc.md
Luc 18:40;1;42-luc.md
Luc 18:41;1;42-luc.md
Luc 18:42;2;42-luc.md
Luc 18:43;1;42-luc.md
Luc 18:5;2;42-luc.md
Luc 18:7;2;42-luc.md
Luc 18:8;2;42-luc.md
Luc 19:2;2;42-luc.md
Luc 19:3;2;42-luc.md
Luc 19:4;2;42-luc.md
Luc 19:5;2;42-luc.md
Luc 1:14;2;42-luc.md
Luc 1:15;2;42-luc.md
Luc 1:17;91;42-luc.md
Luc 1:52;2;42-luc.md
Luc 1:67;2;42-luc.md
Luc 1:80;1;42-luc.md
Luc 21:24;101;42-luc.md
Luc 21:36;2;42-luc.md
Luc 22:17;1;42-luc.md
Luc 23:27;2;42-luc.md
Luc 24:1;2;42-luc.md
Luc 24:10;2;42-luc.md
Luc 24:12;2;42-luc.md
Luc 24:13;5;42-luc.md
Luc 24:15;4;42-luc.md
Luc 24:17;2;42-luc.md
Luc 24:18;2;42-luc.md
Luc 24:19;2;42-luc.md
Luc 24:2;2;42-luc.md
Luc 24:20;5;42-luc.md
Luc 24:21;5;42-luc.md
Luc 24:22;5;42-luc.md
Luc 24:23;5;42-luc.md
Luc 24:24;5;42-luc.md
Luc 24:26;1;42-luc.md
Luc 24:27;5;42-luc.md
Luc 24:28;5;42-luc.md
Luc 24:29;7;42-luc.md
Luc 24:3;2;42-luc.md
Luc 24:30;5;42-luc.md
Luc 24:31;5;42-luc.md
Luc 24:32;5;42-luc.md
Luc 24:33;4;42-luc.md
Luc 24:34;2;42-luc.md
Luc 24:35;4;42-luc.md
Luc 24:44;5;42-luc.md
Luc 24:46;6;42-luc.md
Luc 24:47;2;42-luc.md
Luc 24:49;121;42-luc.md
Luc 24:5;2;42-luc.md
Luc 24:52;5;42-luc.md
Luc 24:6;2;42-luc.md
Luc 24:7;4;42-luc.md
Luc 24:9;4;42-luc.md
Luc 2:10;1;42-luc.md
Luc 2:22;2;42-luc.md
Luc 2:23;1;42-luc.md
Luc 2:25;2;42-luc.md
Luc 2:26;1;42-luc.md
Luc 2:27;3;42-luc.md
Luc 2:28;1;42-luc.md
Luc 2:29;2;42-luc.md
Luc 2:30;1;42-luc.md
Luc 2:34;1;42-luc.md
Luc 2:38;1;42-luc.md
Luc 2:39;2;42-luc.md
Luc 2:4;1;42-luc.md
Luc 2:7;52;42-luc.md
Luc 3:14;2;42-luc.md
Luc 3:15;2;42-luc.md
Luc 3:16;2;42-luc.md
Luc 5:8;2;42-luc.md
Luc 7:27;4;42-luc.md
Luc 7:36;74;42-luc.md
Luc 7:37;1;42-luc.md
Luc 7:38;1;42-luc.md
Luc 7:39;1;42-luc.md
Luc 7:40;1;42-luc.md
Luc 7:41;1;42-luc.md
Luc 7:42;1;42-luc.md
Luc 7:43;1;42-luc.md
Luc 7:44;1;42-luc.md
Luc 7:45;1;42-luc.md
Luc 7:46;1;42-luc.md
Luc 7:47;1;42-luc.md
Luc 7:48;1;42-luc.md
Luc 7:49;1;42-luc.md
Luc 7:50;1;42-luc.md
Luc 7:7;2;42-luc.md
Luc 8:50;1;42-luc.md
Malachie 3:1;177;39-malachie.md
Malachie 3:10;7;39-malachie.md
Malachie 3:11;1;39-malachie.md
Malachie 3:12;5;39-malachie.md
Malachie 3:13;1;39-malachie.md
Malachie 3:14;2;39-malachie.md
Malachie 3:16;1;39-malachie.md
Malachie 3:17;9;39-malachie.md
Malachie 3:18;2;39-malachie.md
Malachie 3:3;2;39-malachie.md
Malachie 3:4;4;39-malachie.md
Malachie 3:5;9;39-malachie.md
Malachie 3:6;71;39-malachie.md
Malachie 3:7;4;39-malachie.md
Malachie 4:0;2;39-malachie.md
Malachie 4:1;26;39-malachie.md
Malachie 4:2;11;39-malachie.md
Malachie 4:3;29;39-malachie.md
Malachie 4:4;19;39-malachie.md
Malachie 4:5;108;39-malachie.md
Malachie 4:6;31;39-malachie.md
Marc 10:14;2;41-marc.md
Marc 11:11;2;41-marc.md
Marc 11:12;2;41-marc.md
Marc 11:21;73;41-marc.md
Marc 11:22;31;41-marc.md
Marc 11:23;121;41-marc.md
Marc 11:24;41;41-marc.md
Marc 13:27;73;41-marc.md
